"product_id","code_retour","code_produit","quantite","descr_produit","description_retour","qte_inventaire","qte_detruite","taux_restock","poids","poids_produits","quantite_recue"
"1255","6205","ST809018.9","8","SYNTOP: HUILE ENGRENAGE SYN 80W90 18.9L","ERREUR DE PRODUIT","8","0","0","0","336","8"
"1256","6206","SE3020V","1","ENVIRO3 VERT: ANTI. ECOLOGIQUE 20L","PRODUIT ENDOMMAGÉ ","0","1","0","0","42","0"
"1257","6207","RGP1T","30","GRAISSE - PREMIUM GR_1 TUBES (410G)","TUBES PAS PLEIN ","0","0","0","0","33","0"
"1258","6208","ACT70_LG","12","LINGETTE NETTOYANTE (70)","MAUVAIS CLIENT","12","0","0","0","30","12"
"1259","6209","MOLY425","5","MOLY+ AEROSOL 425G","PRODUITS ENDOMMAGÉS","10","2","0","0","6","10"
"1260","6210","SW20","1","WINTERGUARD: ANTIROUILLE 20L","PRODUITS ENDOMMAGÉS","0","1","0","0","38","0"
"1261","6210","IP20","2","PERFORMA: HUILE 2 TEMPS SYN 20L","PRODUITS ENDOMMAGÉS","0","2","0","0","84","0"
"1262","6211","S1020B","2","S1000 BLEU: ANTIROUILLE HUILE 20L","PRODUITS ENDOMMAGÉS","0","2","0","0","84","0"
"1263","6212","ME350","12","ANTIFRICTION MOTEUR ESSENCE 350ML","COLIS PERDU","0","12","0","0","9","0"
"1264","6213","MEP2T","5","GRAISSE - MOLY II TUBES (440G)","GRATUITÉS ","0","5","0","0","5","0"
"1265","6214","DIA400180","4","GRAISSE INDUST. SYNTHETIQUE PAO DIAMOND 400(180KG)","PRODUITS NON CONFORME","3","1","0","0","1600","4"
"1266","6178","RGP117","2","GRAISSE - PREMIUM GR_1 (17KG)",,"2","0","0","0",NULL,"2"
"1267","6178","RGP217","1","GRAISSE - PREMIUM GR_2  (17KG)",,"1","0","0","0",NULL,"1"
"1268","6215","MEP117","2","GRAISSE - MOLY I (17KG)","SURPLUS D'INVENTAIRE","2","0","0","0","80","2"
"1269","6216","MOLY425","48","MOLY+ AEROSOL 425G","LIVRÉS À LA MAUVAISE ADRESSE","48","0","0","0","60","48"
"1270","6217","MOLY425","3","MOLY+ AEROSOL 425G","PRODUITS ENDOMMAGÉS","0","3","0","0","3","0"
"1271","6218","IP400","48","PERFORMA: HUILE 2 TEMPS SYN 400ML","ERREUR DE PRODUITS","48","0","0","0","129","48"
"1272","6219","SW20","1","WINTERGUARD: ANTIROUILLE 20L","PRODUIT DÉFECTUEUX","0","1","0","0","38","1"
"1274","6220","HME0W20S1","12","0W20: HUILE MOTEUR ESSENCE SYN 1L","PRODUITS MAL SCELLÉS","9","3","0","0","24","12"
"1275","6221","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1276","6222","S1020B","2","S1000 BLEU: ANTIROUILLE HUILE 20L",,"2","0","0","0","84","2"
"1277","6222","SW20","1","WINTERGUARD: ANTIROUILLE 20L",,"1","0","0","0","38","1"
"1278","6222","SE3020V","1","ENVIRO3 VERT: ANTI. ECOLOGIQUE 20L",,"1","0","0","0","42","1"
"1279","6222","IP20","2","PERFORMA: HUILE 2 TEMPS SYN 20L",,"2","0","0","0","84","2"
"1280","6223","SYN100T","30","GRAISSE - SYN100% GR_2 (430 GR)","ENDOMMAGÉS DANS LE TRANSPORT","10","20","0","0","35","30"
"1281","6224","CE1","12","CETANE 1L","BOUTEILLE MAL SCELLÉE","0","12","0","0","24","11"
"1282","6225","MOLY425","12","MOLY+ AEROSOL 425G","BOITE NON LIVRÉE","12","0","0","0","15","12"
"1283","6226","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1284","6227","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","0","1"
"1287","6228","S2004A","1","S2000 AMBRE: ANTI. HUILE ET CIRE 4L","MAUVAIS PRODUIT","1","0","0","0","8","1"
"1288","6229","ST809018.9","6","SYNTOP: HUILE ENGRENAGE SYN 80W90 18.9L","MAVAIS PRODUITS","6","0","0","0","252","6"
"1289","6230","MA340","4","MAXEP AEROSOL 340G","PRODUITS DÉFECTUEUX","0","4","0","0","4","4"
"1290","6231","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1291","6232","RGP1T","30","GRAISSE - PREMIUM GR_1 TUBES (410G)","PRODUITS ENDOMMAGÉS","0","30","0","0","33","0"
"1292","6233","ISO220S18.9","1","ISO220: HUILE ENGRENAGE ISO 220 18.9L","PRODUIT ENDOMMAGÉ","0","1","0","0","42","1"
"1293","6234","MAX5W403RS1","12","MAX4 5W40 3R:HUILE 4 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS","12","0","0","0","24","12"
"1294","6234","MAX0W40S1","12","MAX4 0W40: HUILE 4 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS","12","0","0","0","24","12"
"1295","6234","IP8","2","PERFORMA: HUILE 2 TEMPS SYN 8L","PRODUITS ENDOMMAGÉS","0","2","0","0","32","2"
"1296","6234","HME5W20S1","12","5W20: HUILE MOTEUR ESSENCE SYN 1L","PRODUITS ENDOMMAGÉS  // perdu","12","0","0","0","24","12"
"1297","6235","RGP2T","30","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS ENDOMMAGÉS","7","23","0","0","33","30"
"1298","6236","IE1","4","ENDURO: HUILE 2 TEMPS SYN 1L","BOUTEILLE MAL SCELLÉE","0","4","0","0","8","4"
"1299","6237","EXPO_DRAPEAU","1","DRAPEAU SINTO",,"0","0","0","0","1","0"
"1300","6237","EXPO_DRAPEAU","3","DRAPEAU SINTO","PERFORMA","0","0","0","0","3","0"
"1301","6237","EXPO_DRAPEAU","2","DRAPEAU SINTO","MAX4","0","0","0","0","2","0"
"1302","6237","EXPO_BATON DE DRAPEAU","6","BATON DE DRAPEAU","KIT / BATON + PIED EXTÉRIEUR","0","0","0","0","6","0"
"1303","6238","EXPO_DRAPEAU","2","DRAPEAU SINTO",,"2","0","0","0","2","2"
"1304","6239","DG10400","12","DG10: DEGRAISSEUR INDUSTRIEL 400G","PRODUITS PERDUS ???","12","0","0","0","15","12"
"1306","6240","GB75901","12","GEARBOX XT: HUILE ENGR. SYN 75W90 1L","BOITE PERDUE","0","12","0","0","27","0"
"1307","6241","SE3020V","1","ENVIRO3 VERT: ANTI. ECOLOGIQUE 20L","LE CLIENT NE LA VEUT PLUS","1","0","0","0","42","1"
"1308","6242","IP400","1","PERFORMA: HUILE 2 TEMPS SYN 400ML","ITEM MANQUANT","0","0","0","0","1","0"
"1309","6243","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1310","6244","RG2T","10",,"PRODUITS ENDOMMAGÉS","0","10","0","0","0","10"
"1311","6245","SW20","1","WINTERGUARD: ANTIROUILLE 20L","DÉFECTUOSITÉ DU PRODUIT","0","1","0","0","38","1"
"1312","6246","S1004N","1","S1000 NOIR: ANTIROUILLE HUILE 4L","ERREUR DE PRODUIT","1","0","0","0","8","1"
"1313","6247","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1314","6248","CASE500","12","CHAINCASE: HUILE CHAINE SYN 500ML","PRODUITS RETOURNÉS CHEZ SINTO","12","0","0","0","12","12"
"1315","6249","E1","1","ANTIFRICTION ENGRENAGE 1L","BOUTEILLE MAL SCELLÉE","0","1","0","0","2","0"
"1316","6250","EXPO_ROLL-UP PERFORMA1","1","ROLL-UP PERFORMA",,"1","0","0","0","1","1"
"1317","6250","EXPO_ROLL-UP MAX4","1","ROLL-UP MAX4",,"1","0","0","0","1","1"
"1318","6251","DG10400","24","DG10: DEGRAISSEUR INDUSTRIEL 400G","MAUVAIS PRODUIT REÇUS","24","0","0","0","30","24"
"1319","6252","L033-286","2","ENSEMBLE FOGGER F-1001 DELUXE 205L","LE CLIENT NE LES VEUT PLUS","2","0","0","0","70","2"
"1320","6253","S2004A","3","S2000 AMBRE: ANTI. HUILE ET CIRE 4L","QTÉ REÇUE EN TROP","3","0","0","0","24","3"
"1321","6254","SW20","1","WINTERGUARD: ANTIROUILLE 20L","PROBLÈME DE QUALITÉ","1","1","0","0","38","1"
"1322","6255","DIA200T","30","GRAISSE INDUST. SYNTHETIQUE PAO DIAMOND 200(400G)","ERREUR DE L'EXPERT","10","20","0","0","33","30"
"1323","6256","SYN100T","2","GRAISSE - SYN100% GR_2 (430 GR)","TUBES BRISÉS","0","2","0","0","2","0"
"1324","6256","RG1T","2","GRAISSE - RG1 HIVER TUBES (425G)","TUBES BRISÉS","0","2","0","0","2","0"
"1325","6257","OC65","20","OCTANE 60ML","ERREUR DE PRODUITS","20","0","0","0","3","20"
"1326","6258","GB759055","1","GEARBOX XT: HUILE ENGR. SYN 75W90 55L",,"1","0","0","0","120","1"
"1327","6258","RG155S","1","GRAISSE - RG1 HIVER (55KG)",,"1","0","0","0","130","1"
"1328","6259","MOLY425","1","MOLY+ AEROSOL 425G","PRODUIT ENDOMMAGÉ DANS LE TRANSPORT","0","1","0","0","1","0"
"1329","6260","RGP1T","10","GRAISSE - PREMIUM GR_1 TUBES (410G)","AIR DANS LES TUBES","0","10","0","0","11","0"
"1330","6261","SBOL_205","1","ANTIROUILLE BOLDUC 205L","PRODUIT DÉFECTUEUX ","0","1","0","0","420","1"
"1331","6262","CE1","1","CETANE 1L","BOUTEILLE MAL SCELLÉE","0","1","0","0","2","1"
"1332","6262","NTXD1","1","NTX DIESEL 1 LITRE","BOUTEILLE MAL SCELLÉE","0","1","0","0","2","1"
"1333","6263","IP1","12","PERFORMA: HUILE 2 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS","0","11","0","0","24","11"
"1334","6264","RG1T","120","GRAISSE - RG1 HIVER TUBES (425G)","MAUVAIS PRODUITS REÇU","0","0","0","0","132","0"
"1335","6265","MTAK400","2","MOLYTAK AEROSOL 400G","CANETTES DÉFECTUEUSES","0","2","0","0","2","0"
"1336","6266","SW20","1","WINTERGUARD: ANTIROUILLE 20L","PRODUIT DÉFECTUEUX","0","0","0","0","38","1"
"1337","6267","EXPO_TENTE 10X10","1","TENTE 10X10",,"1","0","0","0","1","1"
"1338","6267","EXPO_BATON DE DRAPEAU","2","BATON DE DRAPEAU","KIT: BATON + PIED EXTÉRIEUR ","2","0","0","0","2","2"
"1339","6267","EXPO_DRAPEAU","2","DRAPEAU SINTO","DRAPEAU SINTO","2","0","0","0","2","2"
"1340","6268","IP200","1","PERFORMA: HUILE 2 TEMPS SYN 200ML","BOUTEILLE MAL SCELLÉE","0","1","0","0","0","0"
"1341","6269","DIA200T","20","GRAISSE INDUST. SYNTHETIQUE PAO DIAMOND 200(400G)","TUBE PROBLÉMATIQUE","0","0","0","0","22","0"
"1342","6270","HD15W40S4","4","HUILE MOTEUR DIESEL SYN 15W40 - 4L","COLIS PERDU","0","4","0","0","33","0"
"1343","6271","VPS","1","VENTES DE PRODUITS (DIVERS)",,"1","0","0","0","0","1"
"1344","6272","PVTSH265_S","6","TSHIRT: NOIR IMPRIMÉ_SMALL",,"6","0","0","0","1","6"
"1345","6272","PVTSH265_L","6","TSHIRT: NOIR IMPRIMÉ_LARGE",,"5","0","0","0","1","5"
"1346","6272","PVTSH265_XL","6","TSHIRT: NOIR IMPRIMÉ_X LARGE",,"6","0","0","0",NULL,"6"
"1347","6272","PVTSH265_XXXL","6","TSHIRT: NOIR IMPRIMÉ_XXX LARGE",,"6","0","0","0",NULL,"6"
"1348","6273","M5G0T","30","GRAISSE - MOLY 5% GR0 TUBES (400G)","ERREUR DE PRODUIT","30","0","0","0","33","30"
"1349","6274","MA340","3","MAXEP AEROSOL 340G","PRODUITS DÉFECTUEUX","0","0","0","0","0","0"
"1350","6275","IP1","1","PERFORMA: HUILE 2 TEMPS SYN 1L","BOUTEILLE MAL SCELLÉE","0","1","0","0","2","0"
"1351","6276","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L","MAUVAIS PRODUIT","0","0","0","0","42","0"
"1352","6277","IE4","6","ENDURO: HUILE 2 TEMPS SYN 4L","PRODUITS EXPÉDIÉS EN TROP","6","0","0","0","48","6"
"1353","6278","NTX350","1","NTX ESSENCE 350ML","BOUTEILLE MAL SCELLEE","0","1","0","0","0","0"
"1354","6279","KRAK325","24","KRAKEN 325G","PRODUITS NON COMMANDÉS","20","0","0","0","24","20"
"1355","6280","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L","COLIS LIVRÉ À LA MAUVAISE ADRESSE","0","0","0","0","42","0"
"1356","6281","IP20","1","PERFORMA: HUILE 2 TEMPS SYN 20L","IITEM EN SURPLUS","0","0","0","0","42","0"
"1357","6282","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1358","6283","IP1","6","PERFORMA: HUILE 2 TEMPS SYN 1L","BOUTEILLE MAL SCELLÉES","0","6","0","0","12","0"
"1359","6284","S2501T","30","GRAISSE - SIN 250 GR_1 TUBES (420G)",,"0","30","0","0","33","0"
"1360","6285","IP1","2","PERFORMA: HUILE 2 TEMPS SYN 1L","BOUTEILLES MAL SCELLÉES","0","2","0","0","10","0"
"1361","6286","IP8","1","PERFORMA: HUILE 2 TEMPS SYN 8L","BOUTEILLE MAL SCELLÉE","0","1","0","0","16","1"
"1362","6287","SW20","1","WINTERGUARD: ANTIROUILLE 20L",,"1","0","0","0","38","1"
"1363","6288","MA340","12","MAXEP AEROSOL 340G","PRODUITS REÇUS PAR ERREUR","0","0","0","0","12","0"
"1364","6289","IP4","4","PERFORMA: HUILE 2 TEMPS SYN 4L","PRODUITS ENDOMMAGÉS","2","2","0","0","32","4"
"1365","6290","DB1","1","DB400 1L","BOUTEILLE MAL SCELLÉE","0","0","0","0","1","0"
"1366","6290","DB1","12","DB400 1L","PARTI À LA MAUVAISE ADRESSE","0","0","0","0","23","0"
"1367","6290","RG0T","30","GRAISSE - RG0 HIVER TUBES (400G)","PARTI À LA MAUVAISE ADRESSE","0","0","0","0",NULL,"0"
"1368","6291","CE1","12","CETANE 1L","PRODUITS ENDOMMAGÉS","0","12","0","0","24","12"
"1369","6292","IP1","1","PERFORMA: HUILE 2 TEMPS SYN 1L","BOUTEILLE MAL SCELLÉE","0","1","0","0","2","0"
"1370","6293","IP4","1","PERFORMA: HUILE 2 TEMPS SYN 4L","BOUTEILLE MAL SCELLÉE","0","1","0","0","8","1"
"1371","6294","MD1","4","ANTIFRICTION MOTEUR DIESEL 1L","PERDUS","0","4","0","0","8","0"
"1372","6294","CE1","3","CETANE 1L","PERDUS","0","3","0","0","6","0"
"1373","6295","RG0T","1","GRAISSE - RG0 HIVER TUBES (400G)","ERREUR DE PRODUIT","0","1","0","0","1","0"
"1374","6296","RG1T","110","GRAISSE - RG1 HIVER TUBES (425G)","ERREUR DE PRODUIT","78","32","0","0","0","110"
"1375","6297","RG2T","30","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUIT REÇU","30","0","0","0","33","30"
"1376","6298","HD15W40S18.9","1","HUILE MOTEUR DIESEL SYN 15W40 18.9 L","PRODUIT ENDOMMAGÉ","0","1","0","0","40","1"
"1377","6299","MGBIO18.9","1","HUILE HYDRAULIQUE MULTIGRADE BIO - 18","PRODUIT ENDOMMAGÉ","0","1","0","0","42","1"
"1378","6300","HT2180","1","GRAISSE - HT2 (180KG)","PRODUIT ENDOMMAGÉ","0","1","0","0","400","1"
"1379","6301","RG1T","30","GRAISSE - RG1 HIVER TUBES (425G)","PRODUITS ENDOMMAGÉS","27","3","0","0","33","30"
"1380","6302","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1381","6303","DG10400","24","DG10: DEGRAISSEUR INDUSTRIEL 400G","PRODUITS ENDOMMAGÉS","6","12","0","0","30","18"
"1382","6304","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1383","6305","M5G0180","2","GRAISSE - MOLY 5% GR0 - (180KG)","ERREUR DE L'EXPERT","2","0","0","0","800","2"
"1384","6306","CE1","12","CETANE 1L","PRODUITS ENDOMMAGÉS","0","12","0","0","24","11"
"1385","6307","SB20","1","BITUME: ANTI. INDUSTRIEL 20L","ERREUR DE PRODUIT","1","0","0","0","45","1"
"1386","6308","ST809018.9","2","SYNTOP: HUILE ENGRENAGE SYN 80W90 18.9L","LE CLIENT NE LES VEUT PLUS.","2","0","0","0","84","2"
"1387","6309","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1388","6310","VPS","1","VENTES DE PRODUITS (DIVERS)","VOIR FEUILLE","1","0","0","0","0","1"
"1389","6311","VPS","1","VENTES DE PRODUITS (DIVERS)","VOIR FEUILLE","1","0","0","0","0","1"
"1390","6312","VPS","1","VENTES DE PRODUITS (DIVERS)","VOIR FEUILLE","1","0","0","0","0","1"
"1391","6313","VPS","1","VENTES DE PRODUITS (DIVERS)","VOIR FEUILLE","1","0","0","0","0","1"
"1392","6314","ME350","12","ANTIFRICTION MOTEUR ESSENCE 350ML","ERREUR DE PRODUIT","12","0","0","0","9","12"
"1393","6315","MAX10W60S1","12","MAX4 10W60: HUILE 4 TEMPS SYN 1L","ERREUR DE PRODUIT","12","0","0","0","25","12"
"1394","6316","VPS","8","VENTES DE PRODUITS (DIVERS)","GRAISSE A MARTEAU","0","8","0","0","0","8"
"1395","6317","RG217","1","GRAISSE - RG2 (17KG)","MAUVAIS PRODUIT","1","0","0","0","40","1"
"1396","6318","IP4","8","PERFORMA: HUILE 2 TEMPS SYN 4L","PRODUITS NON REÇUS ","0","0","0","0","64","0"
"1397","6319","RGP2T","30","GRAISSE - PREMIUM GR_2 TUBES (430G)","MAUVAIS CLIENT","0","0","0","0","33","0"
"1398","6320","OC350","2","OCTANE 350ML","PRODUITS MAL SCELLÉS","0","2","0","0","1","0"
"1399","6321","BC390","6","BRAKE CLEANER 390G","ERREUR DE PRODUITS","0","0","0","0","7","0"
"1400","6322","PSCOR400","2","COROPLAST: LOGO SINTO 18x32","ERREUR DE PRODUIT","0","0","0","0","0","0"
"1401","6323","OC65","20","OCTANE 60ML","PRODUITS NON REÇUS  ???","0","0","0","0","3","0"
"1402","6324","SYN100T","2","GRAISSE - SYN100% GR_2 (430 GR)","PRODUITS ENDOMMAGÉS","0","2","0","0","2","0"
"1403","6325","DG1020","1","DG10: DEGRAISSEUR INDUSTRIEL 20L","LIVRÉ À LA MAUVAISE ADRESSE","0","0","0","0","38","0"
"1404","6326","MA500","48","MAXEP 500ML","MAIVAISE ADRESSE","0","0","0","0","56","0"
"1405","6327","PPAUT106","100","AUTOCOLLANT SINTO: VIGNETTE ANTIROUILLE 2025","PRODUITS NON EXPÉDIÉS","0","0","0","0","0","0"
"1406","6328","EXPO_DRAPEAU","1","DRAPEAU SINTO",,"1","0","0","0","1","1"
"1407","6328","EXPO_BATON DE DRAPEAU","1","BATON DE DRAPEAU",,"1","0","0","0","1","1"
"1408","6328","EXPO_EZPOP","1","COMPTOIR EZPOP",,"1","0","0","0","1","1"
"1409","6329","MAX5W50S1","12","MAX4 5W50: HUILE 4 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS","11","1","0","0","24","12"
"1410","6330","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1411","6331","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1412","6332","CE1","12","CETANE 1L","BOUTEILLE MAL SCELLÉE","0","12","0","0","24","12"
"1413","6333","RG2T","10","GRAISSE - RG2 TUBES (430G)","MAUVAIS PRODUITS","0","0","0","0","11","0"
"1414","6334","MGSH18.9","8","HUILE HYDRAULIQUE MULTIGRADE SH - 18.9L","MAUVAIS PRODUIT","8","0","0","0","336","8"
"1415","6335","S1004N","1","S1000 NOIR: ANTIROUILLE HUILE 4L","ERREUR DE PRODUIT","1","0","0","0","8","1"
"1416","6336","GB7514018.9","10","GEARBOX XT: HUILE ENGR. SYN 75W140 18.9L",,"0","0","0","0","421","0"
"1417","6336","RGP1T","300","GRAISSE - PREMIUM GR_1 TUBES (410G)",,"0","0","0","0","330","0"
"1418","6337","RGP2180","1","GRAISSE - PREMIUM GR_2 (180KG)","ERREUR DE FORMAT","1","0","0","0","400","1"
"1419","6338","MA500","48","MAXEP 500ML",,"0","0","0","0","56","0"
"1420","6339","MA340","4","MAXEP AEROSOL 340G","JAMAIS REÇU","0","0","0","0","4","0"
"1421","6340","SYN100T","120","GRAISSE - SYN100% GR_2 (430 GR)","MAUVAISE ADRESSE","120","0","0","0","140","120"
"1422","6340","ACT70_LG","6","LINGETTE NETTOYANTE (70)","MAUVAISE ADRESSE","6","0","0","0","15","6"
"1423","6341","AR400A","720","ANTIROUILLE AEROSOL AMBRE 400G","MAUVAIS PRODUIT_ÉTIQUETTE","720","0","0","0","900","720"
"1424","6342","SCHA_AR400A","216","ANTIROUILLE AEROSOL AMBRE 400G - CHAMPLAIN","PRODUITS EXPÉDIÉS EN TROP","0","0","0","0","270","0"
"1425","6343","SYN100T","30","GRAISSE - SYN100% GR_2 (430 GR)","COLIS PERDU","0","30","0","0","35","0"
"1426","6344","AR400A","216","ANTIROUILLE AEROSOL AMBRE 400G","ERREUR DE PRODUIT_ÉTIQUETTE","216","0","0","0","270","216"
"1427","6345","MAX20W50S1","12","MAX4 20W50: HUILE 4 TEMPS SYN 1L","PRODUITS MANQUANTS","0","0","0","0","27","0"
"1428","6346","IP400","12","PERFORMA: HUILE 2 TEMPS SYN 400ML",,"0","0","0","0","12","0"
"1429","6347","MAX20W50S4","1","MAX4 20W50: HUILE 4 TEMPS SYN 4L","PRODUIT ENDOMMAGÉ","0","1","0","0","8","0"
"1430","6348","GA70T","30","GA70 GRAISSE - ALIMENTAIRE TUBES(430G)","MAUVAISE ADRESSE","0","0","0","0","33","0"
"1431","6348","HT2180","2","GRAISSE - HT2 (180KG)","MAUVAISE ADRESSE","0","0","0","0","800","0"
"1432","6349","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1433","6350","SYN10017","2","GRAISSE - SYN100% GR_2 (17KG)","ERREUR DE FORMAT","2","0","0","0","80","2"
"1434","6351","MAX20W50S1","12","MAX4 20W50: HUILE 4 TEMPS SYN 1L","PRODUITS ENDOMMAGÉS ","11","1","0","0","27","12"
"1435","6352","RGP2T","720","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS NON EXPÉDIÉS","0","0","0","0","792","0"
"1436","6353","MAX5W40VTTS4","2","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 4L","PRODUITS ENDOMMAGÉS","0","2","0","0","16","2"
"1437","6354","MAX5W40S20","1","MAX4 5W40: HUILE 4 TEMPS SYN 20L","PRODUIT NON REÇU","0","0","0","0","40","0"
"1438","6355","HD5W40S4","4","HUILE MOTEUR DIESEL SYN 5W40 - 4L","PRODUITS NON REÇUS","4","0","0","0","99","4"
"1439","6356","MA340","2","MAXEP AEROSOL 340G","PRODUITS DÉFECTUEUX","0","2","0","0","0","2"
"1440","6357","MA340","6","MAXEP AEROSOL 340G","PRODUITS DÉFECTUEUX","0","6","0","0","6","5"
"1441","6358","MAX10W40M1","12","MAX4 10W40: HUILE 4 TEMPS MIN 1L","UN SEAL DE MAL SCELLÉ","11","1","0","0","24","12"
"1442","6359","S2205N","1","S2000 NOIR: ANTI. POLYMERIC 205L","POUR CONTRÔLE QUALITÉ","0","1","0","0","420","1"
"1443","6360","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1444","6361","DG1020","1","DG10: DEGRAISSEUR INDUSTRIEL 20L","PRODUIT REÇU EN TROP","0","0","0","0","38","0"
"1445","6361","DG1520","1","DG15: DEGRAISSEUR INDUSTRIEL 20L","PRODUIT NON REÇU","0","0","0","0","38","0"
"1446","6362","ACT36","1","ACTION+: SAVON A MAIN 3.6L","PRODUIT ENDODMMANGÉ","0","1","0","0","8","1"
"1447","6363","MAX0W40S4","4","MAX4 0W40: HUILE 4 TEMPS SYN 4L","MAUVAIS PRODUIT","4","0","0","0","0","4"
"1448","6364","RGP2T","2","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS ENDOMMAGÉS","0","2","0","0","2","0"
"1449","6365","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1450","6366","MAX5W40VTTS4","2","MAX4 5W40 VTT:HUILE 4 TEMPS SYN 4L","MAUVAIS PRODUITS","2","0","0","0","16","2"
"1451","6367","IP200","18","PERFORMA: HUILE 2 TEMPS SYN 200ML","PRODUITS ENDOMMAGÉS","0","18","0","0","10","18"
"1452","6368","RGP2T","30","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS MANQUANTS","0","0","0","0","33","0"
"1453","6369","SW4","1","WINTERGUARD: ANTIROUILLE 4L","PRODUITS MANQUANTS","0","0","0","0","8","0"
"1454","6370","RGP2T","1170","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS MANQUANTS","0","0","0","0","1287","0"
"1455","6371","HD10W30S4","1","HUILE MOTEUR DIESEL SYN 10W30 - 4L","CONTENANT DÉFECTUEUX","0","1","0","0","8","0"
"1456","6372","PPDEP518","12","BROCHURE CORPORATIF FRANCAIS","PRODUITS NON REÇUS ","0","0","0","0","0","0"
"1457","6372","PPDEP516","12","BROCHURE CORPORATIF ANGLAIS","PRODUITS NON REÇUS","0","0","0","0","0","0"
"1458","6373","DIVERS_EQUIP","1","DIVERS: EQUIPEMENT","RÉGULATEUR","1","0","0","0","1","1"
"1459","6374","RG2T","5","GRAISSE - RG2 TUBES (430G)","TUBES ENDOMMAGÉS","0","5","0","0","0","0"
"1460","6375","IP200","18","PERFORMA: HUILE 2 TEMPS SYN 200ML","PRODUITS NON LIVRÉS  (PERDUS)","0","18","0","0","10","0"
"1461","6376","RGP2T","30","GRAISSE - PREMIUM GR_2 TUBES (430G)","PRODUITS NON REÇUS ","0","0","0","0","33","0"
"1462","6377","HME5W30S1","1","5W30: HUILE MOTEUR ESSENCE SYN 1L","BOUCHONS CASSÉ","0","1","0","0","2","1"
"1463","6377","IP1","1","PERFORMA: HUILE 2 TEMPS SYN 1L","BOUTEILLE MAL SCELLÉE","0","1","0","0","2","1"
"1464","6378","S2205N","2","S2000 NOIR: ANTI. POLYMERIC 205L","PRODUIT NON CONFORME","0","2","0","0","840","2"
"1465","6379","KRAK325","12","KRAKEN 325G","PRODUITS NON EXPÉDIÉS","0","0","0","0","12","0"
"1466","6380","BC390","12","BRAKE CLEANER 390G","PERDU","0","12","0","0","15","0"
"1467","6381","SINT","2","GRAISSE - SIN EP2 TUBES (440G)","PRODUITS ENDOMMAGÉ","0","2","0","0","2","0"
"1469","6382","POMPE_TRANSFERT","1","POMPE DE TRANSFERT (PRÊT)",,"1","0","0","0","40","1"
"1470","6383","GB759018.9","1","GEARBOX XT: HUILE ENGR. SYN 75W90 18.9L","CHAUDIÈRE COULE PAR LE FOND","0","1","0","0","42","0"
"1471","6384","CE1","12","CETANE 1L","BOUTEILLES MAL SCELLÉES","11","1","0","0","24","12"
"1472","6385","RG2T","300","GRAISSE - RG2 TUBES (430G)",,"300","0","0","0","330","300"
"1473","6386","VPS","1",,"RETOUR INVENTAIRE","1","0","0","0","0","1"
"1474","6387","MA140","12","MAXEP AEROSOL 140G","PRODUITS NON REÇUS","0","0","0","0","6","0"
"1475","6388","CE1","1","CETANE 1L","BOUTEILLE MAL SCELLÉE","0","1","0","0","2","0"
